"ests.1","ests.2","ests.3","ests.4","ests.5","ests.6","ests.7","stderrs.1","stderrs.2","stderrs.3","stderrs.4","stderrs.5","stderrs.6","stderrs.7","ciLower.1","ciLower.2","ciLower.3","ciLower.4","ciLower.5","ciLower.6","ciLower.7","ciUpper.1","ciUpper.2","ciUpper.3","ciUpper.4","ciUpper.5","ciUpper.6","ciUpper.7"
10.2621720146949,0.784099607451,6.62081435326,102.0227002474,1.427462402523,22.7680562974,93.4579258104,4.6323790905452,0.10756829638169,0.798193608974924,2.65363095941641,0.198763922200558,1.82860288751152,2.57170902315224,0.96856042,0.579193501,5.2499448775,96.745556875,1.039696485,19.445079675,88.389256675,19.249923275,1.0008447175,8.36067296,107.21048575,1.8212344375,26.7143068,98.476221525
15.0763951601085,0.693609312654,7.6305492889,97.4054611164,0.97138246507876,32.825044294,91.5771663274,5.38085064476409,0.126539103297353,0.909727613910745,3.54685060492286,0.256716657023415,2.41275439145198,3.48723710721452,4.16600239,0.45691731975,6.10246372,90.460080475,0.472949435,28.5082459,84.87760245,25.257220375,0.95710189325,9.6699058725,104.422345,1.4802741925,38.0053833,98.3791251
23.142520923088,0.5152088264773,7.63242083592,107.3932355531,1.1813620514409,25.8258023688,100.30506328,5.63353545731304,0.125309170405576,1.05211339244593,3.42079053754391,0.258968111466852,2.08441290033191,2.94513131855334,12.066435625,0.275511121,5.897030135,100.576973,0.6825504365,22.069247375,94.595851375,34.241241175,0.76752724,10.0254329,114.0284425,1.69498836,30.19163505,106.122539
11.3751295914957,0.798157984965,8.71711991716,103.7979284631,1.038551944083,24.2511687704,97.5666168344,5.68042596360951,0.135844614063861,1.25060447296905,3.2178240901284,0.211540449571052,1.96938895814775,2.89364244667003,-0.1326012775,0.54464047825,6.6197716025,97.461430725,0.63175418025,20.687641575,92.001191375,22.4022098,1.084805305,11.514278575,110.1269065,1.4586171275,28.395897125,103.273773
19.196810203109,0.585987844594,7.15398793778,103.8501357887,1.341005651392,30.191556647,95.8041019035,4.80843438929372,0.113904342836606,0.931633323130445,3.51206304505588,0.288871231201045,2.2834104581552,3.34403639846751,9.7457112925,0.3699785965,5.6329358725,96.9141719,0.792316349,26.0603449,89.254200625,28.5304922,0.81568949625,9.2474106325,110.76428325,1.9179191575,34.993012275,102.355299
8.79368764862678,0.813981216984,7.52700100255,105.1148423394,1.414123202915,25.5318432107,96.6301031104,5.06949577621826,0.124060899842993,0.846023131700013,2.84092177827983,0.20602022659919,1.94273174016745,2.96777462905931,-1.34571506,0.577992523,6.09269741,99.6200229,1.0159168925,22.07135425,90.86259935,18.669150225,1.0646918375,9.4003905575,110.70964075,1.8326758175,29.64319125,102.43346025
19.7429050142873,0.576641577955,7.63101616717,102.3129097919,1.169313642352,25.7283838173,95.297027921,5.77957785787757,0.130907686516805,0.99231135314679,3.05253183891545,0.220472439739284,1.97196815609897,2.84199046142969,8.116090825,0.32680281575,6.004793125,96.309052825,0.74664158175,22.1955809,89.665955975,30.8959085,0.84802894425,9.85949967,108.3378175,1.609555705,29.8812617,100.8222285
19.810082055927,0.57252756159,7.07271548775,102.3233441382,1.040293547116,25.80434151,96.0815828784,5.18518068763669,0.119668059968343,0.917282448140559,3.13319008917178,0.232140986041002,2.01984616108831,2.79851283791123,9.274002255,0.34540690325,5.5653116525,96.2300826,0.5919353865,22.157062275,90.554333075,29.835610225,0.818963328,9.1738732525,108.41604525,1.49686684,30.09049,101.53942625
25.64205759963,0.4333342512818,6.97408343397,101.1729415736,1.197414475352,28.3636561722,93.9884547245,4.84985817002167,0.11032305813531,0.848896391785992,3.30332376399031,0.25977306605514,2.18608111856151,3.07905564536109,16.298513175,0.21987417125,5.51432684,94.739098275,0.68493818975,24.4561102,87.854832075,35.344890675,0.65035177975,8.8354530425,107.6958115,1.709891065,33.018303275,100.00208375
15.4210233864268,0.681375217397,8.23715192911,95.8832492392,0.9165888203513,30.0335295724,90.3837163108,4.63529195618113,0.105460221871722,1.01325351654668,3.51699707180243,0.260589588494788,2.28083351924653,3.15272069996811,6.209844195,0.4836185,6.5048250375,88.9766699,0.41368029825,25.954567225,84.333020375,24.44931825,0.89721927875,10.457576025,102.7429395,1.4298251625,34.780811475,96.674525675
17.6541474459765,0.647036124901,8.22668709559,103.0605995201,0.906907295435,24.6289177419,97.619155768,5.53440081485402,0.132198330164378,1.13880686453101,3.01743165632601,0.20838939797578,1.84589718170163,2.71215647547971,6.468154505,0.401456134,6.3591591675,97.233947575,0.50997574875,21.32602375,92.427320275,28.2969553,0.92354131925,10.77597845,109.019569,1.3291779825,28.52857185,102.942757
14.2631983824858,0.744122877004,7.97215837698,102.680985554,1.288472054297,25.3306980013,94.9501532188,5.20698403522387,0.126745615950918,0.985789012135274,3.10966190975114,0.22926928485561,2.0437189354607,2.89462320070982,3.63952779,0.505912813,6.307237475,96.610435025,0.8476620405,21.62417145,89.19218585,24.330968975,1.0099761525,10.15186825,108.78698275,1.7449550425,29.566207625,100.652123
17.1695466712603,0.6800991527128,8.00991309931,96.9130638445,0.8607433490636,27.3969737741,91.7486037447,6.25251582903979,0.141929391015273,1.03182423636153,3.55236982036067,0.229084830761916,2.05167380771283,2.98876817759995,4.6711872325,0.4126770345,6.2771386325,89.995417125,0.4200718975,23.6591606,85.87081085,29.41702105,0.9675861235,10.3298204,103.871596,1.322021165,31.778802325,97.56592945
26.31306553356,0.41683150300489,6.62404201283,94.8394293646,1.0486952438095,29.0168219709,88.5472579021,5.0246275717946,0.112882499847109,0.779520872395669,3.21158015967664,0.244421987860892,2.17670364666918,3.08069982229943,16.4549588,0.20044565675,5.3226076825,88.608046325,0.57490124475,25.09367645,82.57821205,36.00259295,0.6410827025,8.353025535,101.1262425,1.529504395,33.628586725,94.549547575
30.942131163874,0.403020989403268,9.76529688848,100.2384593855,1.011870567939,25.8767126901,94.1672359862,8.38259751032588,0.193665235707659,1.47217745083941,3.45124534312035,0.220159713446327,2.06595314651624,3.07141236706636,14.4965965,0.0365265706,7.360944315,93.398142325,0.5796823805,22.17850575,88.1545492,47.474900175,0.80175015025,13.120105475,106.96751625,1.4392118375,30.191647425,100.23407775
9.40095710725686,0.820172423655,6.74528571397,100.0416411034,1.173799631186,24.820093156,92.9988433274,5.58234400975236,0.133452694025253,0.910525781160799,2.92611227695149,0.186036295847796,1.90091144869544,2.74855092688623,-2.0528620725,0.58164209975,5.2332704075,94.26602075,0.81715163575,21.35892345,87.58896705,19.68655535,1.098452405,8.8085007475,105.808049,1.54715935,28.751946725,98.3511902
