"ests.1","ests.2","ests.3","ests.4","ests.5","ests.6","ests.7","ests.8","ests.9","ests.10","ests.11","ests.12","ests.13","ests.14","ests.15","ests.16","stderrs.1","stderrs.2","stderrs.3","stderrs.4","stderrs.5","stderrs.6","stderrs.7","stderrs.8","stderrs.9","stderrs.10","stderrs.11","stderrs.12","stderrs.13","stderrs.14","stderrs.15","stderrs.16","ciLower.1","ciLower.2","ciLower.3","ciLower.4","ciLower.5","ciLower.6","ciLower.7","ciLower.8","ciLower.9","ciLower.10","ciLower.11","ciLower.12","ciLower.13","ciLower.14","ciLower.15","ciLower.16","ciUpper.1","ciUpper.2","ciUpper.3","ciUpper.4","ciUpper.5","ciUpper.6","ciUpper.7","ciUpper.8","ciUpper.9","ciUpper.10","ciUpper.11","ciUpper.12","ciUpper.13","ciUpper.14","ciUpper.15","ciUpper.16"
43.291316322,5.7340272298,6.8756521325,-0.15627055743139,59.50610224,8.96970985762,0.4160545946724,0.10118068673271,0.032097778155895,0.03273051101953,-0.19407221082133,1.5542463255,0.070531719188,0.9100611704,0.4050757420787,0.4838965228,1.00007662248798,0.202308526652601,0.725951013535307,0.119444021421147,4.17474197984886,3.64142048909473,3.65913407979585,0.0346350221145485,0.10344131959423,0.287859645602817,0.556368349379149,0.0885245678568411,0.0115878099946763,0.0604709741912569,0.134075514713391,0.0145807627586727,41.30540225,5.3384801075,5.5698979275,-0.381889237,51.3546416,2.0308220525,-7.0398712,0.031731719675,-0.15437285575,-0.5538181385,-1.369399625,1.3903683725,0.049147812475,0.78540029775,0.12035369075,0.456580544,45.273243425,6.1166843325,8.346123615,0.0737467523,67.6423703,16.373550575,7.0689585525,0.16304635975,0.24845087025,0.55610641025,0.77342411875,1.7298676975,0.095594157575,0.99573272725,0.66228542475,0.514175609
45.122172709,5.8047663258,7.9455798773,-0.02364715593228,59.379654064,5.980687793691,-0.6399713339345,0.107020360283,0.04649980017754,-0.05034576956046,-0.02112280455864,1.3894142705,0.062418656622,0.96278671835,0.61452166642,0.4620407941,1.22983384489808,0.202921236990726,0.841288686258532,0.134404419533608,3.7931677626265,3.20671737707373,2.43837527264214,0.0200707768647171,0.0658185264119863,0.191824028650333,0.346233403919985,0.0762422157483795,0.00802273433084311,0.0315761797533794,0.112505014939877,0.0134516292732018,42.9133028,5.41140213,6.4974921675,-0.297117518,52.371376425,-0.26272052625,-5.55740535,0.066201664925,-0.0854659611,-0.437194345,-0.71925669,1.2454624575,0.048976301475,0.8832384935,0.426768853,0.4356138015,47.811338525,6.2190626275,9.7705331875,0.231189919,67.185220175,12.358591775,4.021546035,0.14371674975,0.173882955,0.316370153,0.57512840975,1.537112045,0.08077474215,0.9988990565,0.861114607,0.489500508
46.449391968,5.953762401,7.0756143602,0.04223776127653,54.755096002,1.3490886536921,0.0752083652159,0.122700571098,0.0044820809177348,0.00591655104857,0.3892083344432,1.3151430381,0.06818812886,0.92788224642,0.358295289517,0.49354825736,1.10708606030445,0.217995787357976,0.717450349199622,0.118089585479552,4.22718291142884,3.40891987427543,2.68983464505486,0.0210866191596745,0.0710325493329343,0.211606032876622,0.374550832598974,0.0777679071965025,0.0100766460504173,0.0389266980507653,0.120979699184083,0.0143854354549758,44.181529825,5.5413011925,5.8699303525,-0.17553942225,46.95168605,-5.2114278825,-4.9876304575,0.08110097805,-0.1306469945,-0.3923708495,-0.330187918,1.1712590325,0.04701519195,0.837273097,0.091476380975,0.4667677075,48.676565875,6.39010549,8.61353587,0.28939236075,63.545270275,8.2536829025,5.37588805,0.1621996825,0.14007236775,0.42291460125,1.0925672825,1.4714389075,0.087397097425,0.9862197215,0.5968978285,0.5220006925
45.020783828,5.6292757229,6.521446567,-0.15720815863871,57.1439229,9.209915323956,-1.4465547884414,0.081058491871,0.0842202315786,-0.11379871270122,-0.47804049042183,1.2433071291,0.039826352985,0.93772485139,0.395234362188,0.50347157098,0.918415083846797,0.179513515154037,0.71094441270401,0.099317411076514,3.51784807320196,2.87562814347896,2.37060864221381,0.0175976643965409,0.062441819347228,0.186492910171401,0.316896575665014,0.0662831614039847,0.00705309303388508,0.0476374021661347,0.0942892918724211,0.0126773231625617,43.307481025,5.2760566075,5.2572138225,-0.36200393125,50.397339175,3.5041831975,-6.2911108325,0.047557033,-0.0370736373,-0.494914076,-1.09630568,1.1118557,0.02701106525,0.82687084625,0.220312391,0.479101577,46.908614875,5.99220356,8.0465648375,0.038960643925,64.3424257,14.886683925,3.18046318,0.1125672205,0.21106745275,0.250203182,0.11654667475,1.378333165,0.05390208645,0.99794170825,0.59166848775,0.529103825
46.551759945,5.5563520235,6.9918026346,-0.09176708450114,55.092192062,10.10169080141,0.7458337215829,0.0880007590509,0.028562780574018,0.058673835336645,-0.18845083379914,1.313697082,0.053174167706,0.8294743995,0.55643611755,0.51111239838,1.0367625346689,0.200714488890086,0.739203962434515,0.127426396223342,4.3346632811822,3.8377099762625,2.98823530815699,0.0237917918844218,0.0789248965067365,0.235080851702732,0.424264927823559,0.0917074251214966,0.0104955579936114,0.0810283691739879,0.109958005370968,0.0151615430829177,44.607532075,5.1739606375,5.6848583075,-0.34748439075,46.124865225,2.56151141,-5.1202161575,0.03803377405,-0.126714207,-0.40280120425,-1.0632405,1.1437143475,0.034644485225,0.65270084975,0.345442922,0.482568122,48.564307725,5.9400661225,8.5366321925,0.15786923675,63.3119127,17.6137193,6.6008621325,0.131501758,0.19013480175,0.51928182975,0.602372974,1.50491277,0.076505280825,0.97206657675,0.78624380475,0.54097025
46.012649263,5.6669772941,7.481618274,-0.15667384993455,54.866958658,8.851764106551,-1.4786263512542,0.07713883069156,0.083361532793162,-0.11632174384148,-0.477314525818284,1.3465169134,0.057526894248,0.88234006094,0.53791662637,0.5014434894,1.09171293299474,0.205616184826804,0.755690692794994,0.122329043600316,4.10304678992998,3.39298277221526,2.87972135965305,0.0220664554232367,0.0766361202493035,0.226544190673236,0.394637282220192,0.0957631766543924,0.00860509212000435,0.053422766811937,0.112907041236965,0.0140882613699433,43.858003525,5.27278889,6.217142085,-0.381541077,47.03774075,2.11369135,-6.877368695,0.035291922725,-0.0718433828,-0.541034262,-1.19170304,1.1785056475,0.041238117,0.76504198675,0.3445505105,0.4749148275,48.05700885,6.06425213,9.2175785975,0.0899208255499999,63.1772716,15.582502675,4.385688645,0.12244092725,0.23459536175,0.3450168135,0.32801096775,1.5442306025,0.075852360175,0.9734118905,0.7757889345,0.52942818475
45.878142307,5.6784052048,5.9158715073,-0.03918738255871,47.789555789,9.81777145609,-5.8590599507648,0.02439867773836,0.2078860005015,-0.46092514854403,-1.0616919114682,1.25476724923,0.044566770396,0.70686552374,0.49371276038,0.46300467766,0.876916543451335,0.201460204675216,0.645201261177373,0.107492551649913,3.92148579024701,3.5476172963913,3.29145216112091,0.0292116158439736,0.0900349229367999,0.258934554152676,0.492794762854956,0.0842631847059599,0.0130063677590158,0.112040114242157,0.107134026595153,0.0134693334664819,44.267567375,5.2977377125,4.774444875,-0.253019501,40.161849675,2.673846465,-11.88015215,-0.02700053145,0.019343747925,-0.934597218,-1.9440164175,1.1047684575,0.02190306335,0.490726037,0.291456069,0.43662942175,47.6483682,6.087551765,7.309584975,0.16637542425,55.303151375,16.39912155,0.981125005249997,0.085377117725,0.37100363525,0.0771839153999997,-0.068497459575,1.42800977,0.069482091925,0.9360470295,0.712594948,0.48987474625
46.970003012,5.3896508083,7.4073156775,0.0409772800199,64.757668193,14.8858444545,3.0602485034927,0.1053564898089,-0.011564940471249,0.24074604256402,0.0361021299055,1.1593055731,0.044152219371,0.80729717973,0.54181654512,0.49806527942,1.09686444002415,0.228905540856786,0.832113658806266,0.130006106871709,4.4732744768741,4.05115730486096,3.42069101746214,0.0255208178834766,0.0889528950575475,0.269101618595468,0.448291817175696,0.091717737717295,0.0121974132176556,0.104747434458259,0.114819697863712,0.0167902563596084,44.81407775,4.9557697575,5.94921637,-0.21865340825,56.0170638,7.2915238025,-3.3775617,0.056814581525,-0.16933861825,-0.2657086835,-0.8417392505,0.98428118675,0.02201511665,0.58315421575,0.32906919925,0.467679516,49.2325965,5.864060445,9.16924065,0.28258917625,73.30029005,22.941411075,9.6366718275,0.1529079295,0.156704049,0.75810529625,0.892423436,1.34361733,0.071036448625,0.9887823445,0.77698641,0.5333801685
47.850120059,5.5003843943,5.2928953414,-0.2144732713717,50.822251147,10.228328151792,5.39947380471502,0.111077364649,-0.09813962724675,0.424770062999426,0.27351137343372,1.3736905258,0.0470795664263,0.90564594893,0.61308779143,0.51038190717,0.792780232273932,0.225895295706785,0.591734781050468,0.155101552522526,5.14831043198481,4.26501450140116,3.53069019819079,0.0256442947942369,0.0921181300231342,0.277755120528594,0.465435438368053,0.104289715479339,0.012209182578826,0.0743068067941594,0.115919092397923,0.0149335707022147,46.374307675,5.0771995175,4.331426475,-0.5199574305,40.44821565,1.936677475,-1.536788085,0.06186908405,-0.28572042875,-0.1208972595,-0.65643328825,1.1757248475,0.022734812775,0.72356004375,0.4071605265,0.482084862,49.38358935,5.99718901,6.57641006,0.0881614340499999,60.73464825,18.578545,12.70729095,0.1621412695,0.0835156905,0.99966715425,1.2169194175,1.587664835,0.0715675558,0.99525689025,0.864772268,0.5425128955
44.606587068,5.7435035579,6.1893085858,-0.010638814352368,54.315615179,7.3026168189832,3.81244293932,0.121269890817,-0.06890324828819,0.2999202676448,0.4701951557611,1.356025602,0.042997958705,0.93769784462,0.59420872048,0.49401445515,0.893204212744074,0.205324468564166,0.670758278555947,0.133231497398189,4.13848719630224,3.63970340155274,2.7613868902893,0.0224405389612201,0.0735024552875896,0.217234961783255,0.384150777256435,0.083295324619828,0.00851867251552261,0.0598577840318601,0.128512104450749,0.0145649150581832,42.887018025,5.36722753,4.9996762475,-0.266174379,45.909277675,0.3659227615,-1.5216946775,0.075098278625,-0.2203115975,-0.11970987975,-0.2711616875,1.210844225,0.02727199345,0.77235706475,0.367629616,0.46802218575,46.332778475,6.1602771675,7.663392685,0.24774228375,62.141068,14.73027685,9.24182745999999,0.168174504,0.072789457475,0.727043366999999,1.2007043725,1.541703605,0.061170353125,0.99835630775,0.870862093,0.52427242625
